ZAVMATNAZ,ZAVNAZ,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBDOBJE,STEV_UCENCEV,DOGODEK,VZROK,TRAJANJE,LETO_TEDEN_VNOSA
Gimnazija Šiška,Gimnazija Šiška,Osrednjeslovenska,Ljubljana,2020-10-06,2020-10-11,2020-10-07,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Osnovna šola Sveti Jurij ob Ščavnici,Osnovna šola Sveti Jurij ob Ščavnici,Pomurska,Sveti Jurij ob Ščavnici,2020-10-06,2020-10-15,2020-10-07,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Matije Čopa Kranj,Osnovna šola Matije Čopa Kranj,Gorenjska,Kranj,2020-10-07,2020-10-09,2020-10-07,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
VIZ Osnovna šola Rogatec,VIZ Osnovna šola Rogatec,Savinjska,Rogatec,2020-10-05,2020-10-14,2020-10-07,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Glasbena šola Franca Šturma,Glasbena šola Franca Šturma,Osrednjeslovenska,Ljubljana,2020-10-06,2020-10-11,2020-10-07,GLASBENA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učitelju,kratko,2020_41
Glasbena šola Trbovlje,Glasbena šola Trbovlje,Zasavska,Trbovlje,2020-10-07,2020-10-09,2020-10-07,GLASBENA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učitelju,kratko,2020_41
Glasbena šola Trbovlje,Glasbena šola Trbovlje,Zasavska,Trbovlje,2020-10-07,2020-10-09,2020-10-07,GLASBENA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učitelju,kratko,2020_41
Ekonomska gimnazija in srednja šola Radovljica,Ekonomska gimnazija in srednja šola Radovljica,Gorenjska,Radovljica,2020-10-07,2020-10-07,2020-10-07,SREDNJA ŠOLA,veliko,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
"Šolski center za pošto, ekonomijo in telekomunikacije Ljubljana","Šolski center za pošto, ekonomijo in telekomunikacije Ljubljana, Srednja tehniška in strokovna šola",Osrednjeslovenska,Ljubljana,2020-10-07,2020-10-08,2020-10-07,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Šola za hortikulturo in vizualne umetnosti Celje,"Šola za hortikulturo in vizualne umetnosti Celje, Srednja poklicna in strokovna šola",Savinjska,Celje,2020-10-07,2020-10-09,2020-10-07,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Osnovna šola Starše,"Osnovna šola Starše, Podružnica Marjeta na Dravskem polju",Podravska,Starše,2020-10-07,2020-10-11,2020-10-07,OSNOVNA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2020_41
Zavod sv. Stanislava,"Zavod sv. Stanislava, Škofijska klasična gimnazija",Osrednjeslovenska,Ljubljana,2020-10-07,2020-10-10,2020-10-07,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Ekonomska gimnazija in srednja šola Radovljica,Ekonomska gimnazija in srednja šola Radovljica,Gorenjska,Radovljica,2020-10-08,2020-10-08,2020-10-08,SREDNJA ŠOLA,veliko,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Izobraževalni center Piramida Maribor,"Izobraževalni center Piramida Maribor, Srednja šola za prehrano in živilstvo",Podravska,Maribor,2020-10-06,2020-10-15,2020-10-08,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Osnovna šola Mežica,Osnovna šola Mežica,Koroška,Mežica,2020-09-21,2020-09-23,2020-10-08,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2020_41
I. gimnazija v Celju,I. gimnazija v Celju,Savinjska,Celje,2020-10-05,2020-10-09,2020-10-08,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Osnovna šola Kašelj,Osnovna šola Kašelj,Osrednjeslovenska,Ljubljana,2020-10-05,2020-10-15,2020-10-08,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Mihe Pintarja - Toleda Velenje,Osnovna šola Mihe Pintarja - Toleda Velenje,Savinjska,Velenje,2020-10-07,2020-10-09,2020-10-08,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Škofljica,Osnovna šola Škofljica,Osrednjeslovenska,Škofljica,2020-10-08,2020-10-11,2020-10-08,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
VIZ Osnovna šola Rogatec,VIZ Osnovna šola Rogatec Podružnična šola Donačka gora,Savinjska,Rogatec,2020-10-06,2020-10-07,2020-10-08,OSNOVNA ŠOLA,malo,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Sum na okužbo s Covid-19 pri učitelju,kratko,2020_41
Osnovna šola Pivka,Osnovna šola Pivka,Primorsko-notranjska,Pivka,2020-10-09,2020-10-18,2020-10-08,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Vrtec Vrhovci,"Vrtec Vrhovci, enota Iga Grudna",Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-11,2020-10-08,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,kratko,2020_41
Vrtec Vrhovci,"Vrtec Vrhovci, enota Iga Grudna",Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-11,2020-10-08,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,kratko,2020_41
"Zavod Dominik Savio Karitas Domžale, OE Vrtec Dominik Savio Karitas Domžale","Zavod Dominik Savio Karitas Domžale, OE Vrtec Dominik Savio Karitas Domžale",Osrednjeslovenska,Domžale,2020-10-08,2020-10-14,2020-10-08,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,kratko,2020_41
Osnovna šola Sečovlje,Osnovna šola Sečovlje,Obalno-kraška,Piran,2020-10-09,2020-10-10,2020-10-08,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola dr. Ivana Korošca Borovnica,Osnovna šola dr. Ivana Korošca Borovnica,Osrednjeslovenska,Borovnica,2020-10-07,2020-10-15,2020-10-08,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Vrtec Ledina,Vrtec Ledina,Osrednjeslovenska,Ljubljana,2020-10-07,2020-10-14,2020-10-08,VRTEC,malo,Otroci oddelka so v domači karanteni,Okužba s Covid-19 pri vzgojitelju,srednje,2020_41
Gimnazija in srednja kemijska šola Ruše,Gimnazija in srednja kemijska šola Ruše,Podravska,Ruše,2020-10-08,2020-10-16,2020-10-08,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Osnovna šola dr. Slavka Gruma,Osnovna šola dr. Slavka Gruma,Zasavska,Zagorje ob Savi,2020-10-09,2020-10-15,2020-10-08,OSNOVNA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2020_41
Osnovna šola Dragomelj,Osnovna šola Dragomelj,Osrednjeslovenska,Domžale,2020-10-08,2020-10-15,2020-10-08,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
JVIZ Vrtec Rogaška Slatina,"JVIZ Vrtec Rogaška Slatina, enota STUDENČEK",Savinjska,Rogaška Slatina,2020-10-02,2020-10-10,2020-10-08,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2020_41
Gimnazija in srednja šola Rudolfa Maistra Kamnik,Gimnazija in srednja šola Rudolfa Maistra Kamnik,Osrednjeslovenska,Kamnik,2020-10-09,2020-10-14,2020-10-08,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Gimnazija Vič,Gimnazija Vič,Osrednjeslovenska,Ljubljana,2020-10-08,2020-10-18,2020-10-08,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Osnovna šola Gustava Šiliha Laporje,"Osnovna šola Gustava Šiliha Laporje, Vrtec Laporje",Podravska,Slovenska Bistrica,2020-09-23,2020-10-02,2020-10-08,VRTEC,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Vrtec Mengeš,"Vrtec Mengeš, enota Gobica",Osrednjeslovenska,Mengeš,2020-10-07,2020-10-17,2020-10-08,VRTEC,srednje,Otroci oddelka so v domači karanteni,Okužba pri delavcu,srednje,2020_41
Osnovna šola Spodnja Šiška,Osnovna šola Spodnja Šiška,Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-18,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Osnovna šola Starše,"Osnovna šola Starše, Podružnica Marjeta na Dravskem polju",Podravska,Starše,2020-10-08,2020-10-16,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Nove Jarše,Osnovna šola Nove Jarše,Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-16,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Osnovna šola Spodnja Šiška,Osnovna šola Spodnja Šiška,Osrednjeslovenska,Ljubljana,2020-10-02,2020-10-02,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Ivana Roba Šempeter pri Gorici,Osnovna šola Ivana Roba Šempeter pri Gorici,Goriška,Šempeter-Vrtojba,2020-10-12,2020-10-15,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Gimnazija Kranj,Gimnazija Kranj,Gorenjska,Kranj,2020-10-01,2020-10-10,2020-10-09,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Gimnazija Kranj,Gimnazija Kranj,Gorenjska,Kranj,2020-10-01,2020-10-10,2020-10-09,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Osnovna šola Zalog,Osnovna šola Zalog,Osrednjeslovenska,Ljubljana,2020-10-07,2020-10-17,2020-10-09,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Gimnazija Kranj,Gimnazija Kranj,Gorenjska,Kranj,2020-10-01,2020-10-10,2020-10-09,SREDNJA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Osnovna šola Ivana Roba Šempeter pri Gorici,Osnovna šola Ivana Roba Šempeter pri Gorici,Goriška,Šempeter-Vrtojba,2020-10-12,2020-10-15,2020-10-09,OSTALO,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Frana Erjavca Nova Gorica,Osnovna šola Frana Erjavca Nova Gorica,Goriška,Nova Gorica,2020-10-05,2020-10-14,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Gimnazija Šentvid,Gimnazija Šentvid,Osrednjeslovenska,Ljubljana,2020-10-10,2020-10-17,2020-10-09,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Osnovna šola Zalog,Osnovna šola Zalog,Osrednjeslovenska,Ljubljana,2020-10-08,2020-10-18,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Gimnazija Šentvid,Gimnazija Šentvid,Osrednjeslovenska,Ljubljana,2020-10-08,2020-10-17,2020-10-09,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Šolski center Velenje,"Šolski center Velenje, Šola za storitvene dejavnosti",Savinjska,Velenje,2020-10-07,2020-10-16,2020-10-09,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Osnovna šola Hinka Smrekarja Ljubljana,Osnovna šola Hinka Smrekarja Ljubljana,Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-18,2020-10-09,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Osnovna šola Ivana Roba Šempeter pri Gorici,Osnovna šola Ivana Roba Šempeter pri Gorici,Goriška,Šempeter-Vrtojba,2020-10-12,2020-10-15,2020-10-09,OSTALO,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Ivana Roba Šempeter pri Gorici,Osnovna šola Ivana Roba Šempeter pri Gorici,Goriška,Šempeter-Vrtojba,2020-10-12,2020-10-14,2020-10-09,OSTALO,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Šolski center Velenje,"Šolski center Velenje, Šola za strojništvo, geotehniko in okolje",Savinjska,Velenje,2020-10-04,2020-10-07,2020-10-09,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Osnovna šola Ivana Roba Šempeter pri Gorici,Osnovna šola Ivana Roba Šempeter pri Gorici,Goriška,Šempeter-Vrtojba,2020-10-12,2020-10-14,2020-10-09,OSTALO,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Ivana Roba Šempeter pri Gorici,Osnovna šola Ivana Roba Šempeter pri Gorici,Goriška,Šempeter-Vrtojba,2020-10-12,2020-10-15,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Mirana Jarca,Osnovna šola Mirana Jarca,Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-14,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Leskovec pri Krškem,Osnovna šola Leskovec pri Krškem,Posavska,Krško,2020-10-09,2020-10-14,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Milana Šuštaršiča,Osnovna šola Milana Šuštaršiča,Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-15,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2020_41
Srednja frizerska šola Ljubljana,Srednja frizerska šola Ljubljana,Osrednjeslovenska,Ljubljana,2020-10-02,2020-10-11,2020-10-09,SREDNJA ŠOLA,veliko,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Gimnazija Ledina,Gimnazija Ledina,Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-14,2020-10-09,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,kratko,2020_41
Osnovna šola Milana Šuštaršiča,Osnovna šola Milana Šuštaršiča,Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-16,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Škofja Loka - Mesto,Osnovna šola Škofja Loka - Mesto,Gorenjska,Škofja Loka,2020-10-08,2020-10-14,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Milana Šuštaršiča,Osnovna šola Milana Šuštaršiča,Osrednjeslovenska,Ljubljana,2020-10-09,2020-10-09,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2020_41
Osnovna šola Milana Šuštaršiča,Osnovna šola Milana Šuštaršiča,Osrednjeslovenska,Ljubljana,2020-10-02,2020-10-16,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,dolgo,2020_41
Srednja frizerska šola Ljubljana,Srednja frizerska šola Ljubljana,Osrednjeslovenska,Ljubljana,2020-10-07,2020-10-16,2020-10-09,SREDNJA ŠOLA,veliko,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Muta,Osnovna šola Muta,Koroška,Muta,2020-10-09,2020-10-18,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Osnovna šola dr. Ivana Prijatelja Sodražica,Osnovna šola dr. Ivana Prijatelja Sodražica,Jugovzhodna Slovenija,Sodražica,2020-10-10,2020-10-17,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Franceta Bevka,Osnovna šola Franceta Bevka,Osrednjeslovenska,Ljubljana,2020-10-06,2020-10-09,2020-10-09,OSTALO,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Jela Janežiča,Osnovna šola Jela Janežiča,Gorenjska,Škofja Loka,2020-10-05,2020-10-14,2020-10-09,OSNOVNA ŠOLA,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Jela Janežiča,Osnovna šola Jela Janežiča,Gorenjska,Škofja Loka,2020-10-05,2020-10-14,2020-10-09,OSTALO,malo,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Franceta Bevka,Osnovna šola Franceta Bevka,Osrednjeslovenska,Ljubljana,2020-10-06,2020-10-09,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Drska,Osnovna šola Drska,Jugovzhodna Slovenija,Novo mesto,2020-10-08,2020-10-09,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Franceta Bevka,Osnovna šola Franceta Bevka,Osrednjeslovenska,Ljubljana,2020-10-03,2020-10-10,2020-10-09,OSTALO,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Šolski center Novo mesto,"Šolski center Novo mesto, Srednja gradbena, lesarska in vzgojiteljska šola",Jugovzhodna Slovenija,Novo mesto,2020-10-08,2020-10-17,2020-10-09,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Prva osnovna šola Slovenj Gradec,Prva osnovna šola Slovenj Gradec,Koroška,Slovenj Gradec,2020-10-10,2020-10-18,2020-10-09,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,srednje,2020_41
Osnovna šola Franceta Bevka,Osnovna šola Franceta Bevka,Osrednjeslovenska,Ljubljana,2020-09-21,2020-09-23,2020-10-09,OSTALO,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,kratko,2020_41
Srednja frizerska šola Ljubljana,Srednja frizerska šola Ljubljana,Osrednjeslovenska,Ljubljana,2020-10-02,2020-10-14,2020-10-09,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
Gimnazija Franca Miklošiča Ljutomer,Gimnazija Franca Miklošiča Ljutomer,Pomurska,Ljutomer,2020-10-05,2020-10-15,2020-10-10,SREDNJA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola Koseze,Osnovna šola Koseze,Osrednjeslovenska,Ljubljana,2020-10-12,2020-10-16,2020-10-10,OSNOVNA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola dr. Ivana Prijatelja Sodražica,Osnovna šola dr. Ivana Prijatelja Sodražica,Jugovzhodna Slovenija,Sodražica,2020-10-09,2020-10-18,2020-10-10,OSNOVNA ŠOLA,malo,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola dr. Ivana Prijatelja Sodražica,Osnovna šola dr. Ivana Prijatelja Sodražica,Jugovzhodna Slovenija,Sodražica,2020-10-10,2020-10-18,2020-10-10,OSNOVNA ŠOLA,malo,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",Okužba s Covid-19 pri učitelju,srednje,2020_41
Gimnazija Franca Miklošiča Ljutomer,Gimnazija Franca Miklošiča Ljutomer,Pomurska,Ljutomer,2020-10-06,2020-10-16,2020-10-10,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učitelju,srednje,2020_41
Osnovna šola dr. Franceta Prešerna,Osnovna šola dr. Franceta Prešerna,Jugovzhodna Slovenija,Ribnica,2020-10-12,2020-10-17,2020-10-10,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola Sečovlje,Osnovna šola Sečovlje,Obalno-kraška,Piran,2020-10-10,2020-10-16,2020-10-10,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Osnovna šola prof. dr. Josipa Plemlja Bled,Osnovna šola prof. dr. Josipa Plemlja Bled,Gorenjska,Bled,2020-10-09,2020-10-15,2020-10-10,OSNOVNA ŠOLA,srednje,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri učencu ali več učencih oddelka,kratko,2020_41
Srednja šola tehniških strok Šiška,Srednja šola tehniških strok Šiška,Osrednjeslovenska,Ljubljana,2020-10-06,2020-10-17,2020-10-10,SREDNJA ŠOLA,veliko,Karantena za celoten oddelek - pouk poteka na daljavo,Okužba s Covid-19 pri dijaku ali več dijakih oddelka,srednje,2020_41
