ZAVMATNAZ,ZAVNAZ,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBDOBJE,VZROK,TRAJANJE,LETO_TEDEN_VNOSA
Osnovna šola Poldeta Stražišarja Jesenice,Osnovna šola Poldeta Stražišarja Jesenice,Gorenjska,Jesenice,2020-12-14,2020-12-24,2020-12-18,OSNOVNA ŠOLA,Sum na okužbo,srednje,2020_51
Vrtec Manka Golarja Gornja Radgona,Vrtec Manka Golarja Gornja Radgona,Pomurska,Gornja Radgona,2020-12-14,2020-12-23,2020-12-18,VRTEC,Okužba s Covid-19,srednje,2020_51
Vrtec Pedenjped Novo mesto,"Vrtec Pedenjped Novo mesto, VIDEK",Jugovzhodna Slovenija,Novo mesto,2020-12-16,2020-12-25,2020-12-18,VRTEC,Sum na okužbo,srednje,2020_51
Osnovna šola Prebold,"Osnovna šola Prebold, enota Vrtec",Savinjska,Prebold,2020-12-20,2020-12-30,2020-12-20,VRTEC,Okužba s Covid-19,srednje,2020_51
VIZ VRTEC MAVRICA IZOLA,VIZ VRTEC MAVRICA IZOLA ENOTA LIVADE,Obalno-kraška,Izola,2020-12-17,2020-12-26,2020-12-21,VRTEC,Sum na okužbo,srednje,2020_52
Vrtec Lendava Lendvai Ovoda,"Vrtec Lendava Lendvai Ovoda, DE I Lendava",Pomurska,Lendava,2020-12-13,2020-12-22,2020-12-21,VRTEC,Sum na okužbo,srednje,2020_52
Osnovna šola Komandanta Staneta Dragatuš,"Osnovna šola Komandanta Staneta Dragatuš, Enota Vrtec Dragatuš",Jugovzhodna Slovenija,Črnomelj,2020-12-15,2020-12-25,2020-12-21,VRTEC,Okužba s Covid-19,srednje,2020_52
Vrtec Pedenjped Novo mesto,"Vrtec Pedenjped Novo mesto, PEDENJPED",Jugovzhodna Slovenija,Novo mesto,2020-12-17,2020-12-26,2020-12-21,VRTEC,Sum na okužbo,srednje,2020_52
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA MOJCA,Osrednjeslovenska,Ljubljana,2020-12-18,2020-12-27,2020-12-21,VRTEC,Sum na okužbo,srednje,2020_52
Mladinski dom Malči Beličeve Ljubljana,Mladinski dom Malči Beličeve Ljubljana,Osrednjeslovenska,Ljubljana,2020-12-14,2020-12-24,2020-12-21,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2020_52
Vrtec Mengeš,"Vrtec Mengeš, enota Gobica",Osrednjeslovenska,Mengeš,2020-12-16,2020-12-26,2020-12-21,VRTEC,Okužba s Covid-19,srednje,2020_52
Zavod za vzgojo in izobraževanje Logatec,Zavod za vzgojo in izobraževanje Logatec,Osrednjeslovenska,Logatec,2020-12-21,2020-12-24,2020-12-21,SREDNJA ŠOLA,Sum na okužbo,kratko,2020_52
Vrtec Antona Medveda Kamnik,"Vrtec  Antona Medveda Kamnik, enota Sneguljčica",Osrednjeslovenska,Kamnik,2020-12-18,2020-12-27,2020-12-22,VRTEC,Sum na okužbo,srednje,2020_52
Osnovna šola Šmarje pri Jelšah,Osnovna šola Šmarje pri Jelšah,Savinjska,Šmarje pri Jelšah,2020-12-21,2020-12-31,2020-12-23,OSNOVNA ŠOLA,Sum na okužbo,srednje,2020_52
Vrtec Pedenjped Novo mesto,"Vrtec Pedenjped Novo mesto, PEDENJPED",Jugovzhodna Slovenija,Novo mesto,2020-12-18,2020-12-27,2020-12-23,VRTEC,Sum na okužbo,srednje,2020_52
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA MOJCA,Osrednjeslovenska,Ljubljana,2020-12-18,2020-12-27,2020-12-23,VRTEC,Sum na okužbo,srednje,2020_52
Vrtec Otona Župančiča Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Sonček",Podravska,Slovenska Bistrica,2020-12-17,2020-12-26,2020-12-23,VRTEC,Sum na okužbo,srednje,2020_52
Vrtec Pedenjped Novo mesto,"Vrtec Pedenjped Novo mesto, VIDEK",Jugovzhodna Slovenija,Novo mesto,2020-12-23,2021-01-01,2020-12-24,VRTEC,Sum na okužbo,srednje,2020_52
Osnovna šola Bršljin,Osnovna šola Bršljin,Jugovzhodna Slovenija,Novo mesto,2020-12-24,2021-01-04,2020-12-24,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2020_52
Osnovna šola Belokranjskega odreda Semič,"Osnovna šola Belokranjskega odreda Semič, enota vrtec Sonček",Jugovzhodna Slovenija,Semič,2020-12-24,2021-01-02,2020-12-24,VRTEC,Sum na okužbo,srednje,2020_52
Vrtec Pedenjped Novo mesto,"Vrtec Pedenjped Novo mesto, SAPRAMIŠKA",Jugovzhodna Slovenija,Novo mesto,2020-12-21,2020-12-30,2020-12-24,VRTEC,Sum na okužbo,srednje,2020_52
Osnovna šola Selnica ob Dravi,"Osnovna šola Selnica ob Dravi, enota Vrtec",Podravska,Selnica ob Dravi,2020-12-27,2021-01-06,2020-12-27,VRTEC,Okužba s Covid-19,srednje,2020_52
VVZ Kekec Grosuplje,"VVZ Kekec Grosuplje, enota Kekec",Osrednjeslovenska,Grosuplje,2020-12-22,2021-01-01,2020-12-28,VRTEC,Okužba s Covid-19,srednje,2020_53
Vrtec Zagorje ob Savi,"Vrtec Zagorje ob Savi, Enota Center",Zasavska,Zagorje ob Savi,2020-12-27,2021-01-06,2020-12-28,VRTEC,Sum na okužbo,srednje,2020_53
Osnovna šola Alojza Gradnika Dobrovo,VVE pri OŠ Alojza Gradnika Dobrovo v Brdih,Goriška,Brda,2020-12-16,2020-12-25,2020-12-28,VRTEC,Okužba s Covid-19,srednje,2020_53
Osnovna šola Alojza Gradnika Dobrovo,VVE pri OŠ Alojza Gradnika Dobrovo v Brdih,Goriška,Brda,2020-12-16,2020-12-25,2020-12-28,VRTEC,Sum na okužbo,srednje,2020_53
Vrtec Otona Župančiča Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Pragersko",Podravska,Slovenska Bistrica,2020-12-24,2021-01-02,2020-12-28,VRTEC,Sum na okužbo,srednje,2020_53
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA MOJCA,Osrednjeslovenska,Ljubljana,2020-12-24,2021-01-02,2020-12-28,VRTEC,Sum na okužbo,srednje,2020_53
Vrtec Otona Župančiča Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Pragersko",Podravska,Slovenska Bistrica,2020-12-22,2020-12-31,2020-12-29,VRTEC,Sum na okužbo,srednje,2020_53
Vrtec Nazaret,Vrtec Nazaret,Osrednjeslovenska,Ljubljana,2020-12-28,2021-01-07,2020-12-30,VRTEC,Sum na okužbo,srednje,2020_53
Vrtec Tržič,"Vrtec Tržič, enota Križe",Gorenjska,Tržič,2020-12-23,2021-01-02,2020-12-30,VRTEC,Sum na okužbo,srednje,2020_53
Vrtec Tržič,"Vrtec Tržič, enota Križe",Gorenjska,Tržič,2020-12-24,2021-01-03,2020-12-30,VRTEC,Sum na okužbo,srednje,2020_53
Osnovna šola Pirniče,Osnovna šola Pirniče,Osrednjeslovenska,Medvode,2021-01-04,2021-01-14,2021-01-04,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_1
Vrtec Pedenjped Novo mesto,"Vrtec Pedenjped Novo mesto, VIDEK",Jugovzhodna Slovenija,Novo mesto,2020-12-29,2021-01-07,2021-01-04,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Zagorje ob Savi,"Vrtec Zagorje ob Savi, Enota Maja",Zasavska,Zagorje ob Savi,2021-01-04,2021-01-14,2021-01-04,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Ravne na Koroškem,"Vrtec Ravne na Koroškem, ENOTA LEVI DEVŽEJ",Koroška,Ravne na Koroškem,2020-12-30,2021-01-10,2021-01-04,VRTEC,Sum na okužbo,srednje,2021_1
Osnovna šola Toneta Pavčka,"Osnovna šola Toneta Pavčka, Vrtec Cepetavček",Jugovzhodna Slovenija,Mirna Peč,2021-01-04,2021-01-13,2021-01-04,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Pedenjped Novo mesto,"Vrtec Pedenjped Novo mesto, VIDEK",Jugovzhodna Slovenija,Novo mesto,2020-12-30,2021-01-08,2021-01-04,VRTEC,Sum na okužbo,srednje,2021_1
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2020-12-29,2021-01-07,2021-01-05,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_1
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-01,2021-01-10,2021-01-05,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_1
Osnovna šola Poldeta Stražišarja Jesenice,Osnovna šola Poldeta Stražišarja Jesenice,Gorenjska,Jesenice,2021-01-01,2021-01-11,2021-01-05,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_1
Vrtec Mehurčki,Vrtec Mehurčki,Osrednjeslovenska,Komenda,2021-01-04,2021-01-14,2021-01-05,VRTEC,Sum na okužbo,srednje,2021_1
Osnovna šola Podbočje,"Osnovna šola Podbočje, Enota Vrtec",Posavska,Krško,2021-01-05,2021-01-15,2021-01-06,VRTEC,Sum na okužbo,srednje,2021_1
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-01,2021-01-10,2021-01-06,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_1
Osnovna šola Zadobrova,Osnovna šola Zadobrova,Osrednjeslovenska,Ljubljana,2021-01-06,2021-01-16,2021-01-06,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_1
Osnovna šola Podbočje,"Osnovna šola Podbočje, Enota Vrtec",Posavska,Krško,2020-12-30,2021-01-07,2021-01-06,VRTEC,Sum na okužbo,srednje,2021_1
Osnovna šola Ljubo Šercer,Osnovna šola Ljubo Šercer,Jugovzhodna Slovenija,Kočevje,2021-01-05,2021-01-18,2021-01-06,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_1
"Center IRIS - Center za izobraževanje, rehabilitacijo, inkluzijo in svetovanje za slepe in slabovidne","Center IRIS - Center za izobraževanje, rehabilitacijo, inkluzijo in svetovanje za slepe in slabovidne",Osrednjeslovenska,Ljubljana,2021-01-05,2021-01-15,2021-01-06,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_1
Osnovna šola Ljubo Šercer,Osnovna šola Ljubo Šercer,Jugovzhodna Slovenija,Kočevje,2021-01-05,2021-01-18,2021-01-06,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_1
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA TINKARA,Osrednjeslovenska,Ljubljana,2021-01-06,2021-01-16,2021-01-06,VRTEC,Sum na okužbo,srednje,2021_1
Osnovna šola Podbočje,"Osnovna šola Podbočje, Enota Vrtec",Posavska,Krško,2020-12-31,2021-01-08,2021-01-06,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Delfino Blu Koper,"Vrtec Delfino Blu Koper, enota Koper",Obalno-kraška,Koper,2021-01-06,2021-01-15,2021-01-06,VRTEC,Okužba s Covid-19,srednje,2021_1
Vrtec Ciciban Novo mesto,"Vrtec Ciciban Novo mesto, Enota CICIBAN",Jugovzhodna Slovenija,Novo mesto,2020-12-14,2020-12-24,2021-01-07,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Ciciban Novo mesto,"Vrtec Ciciban Novo mesto, Enota LABOD",Jugovzhodna Slovenija,Novo mesto,2020-12-26,2021-01-05,2021-01-07,VRTEC,Okužba s Covid-19,srednje,2021_1
Vrtec Ciciban Novo mesto,"Vrtec Ciciban Novo mesto, Enota LABOD",Jugovzhodna Slovenija,Novo mesto,2020-12-26,2021-01-05,2021-01-07,VRTEC,Sum na okužbo,srednje,2021_1
Osnovna šola Ferda Vesela Šentvid pri Stični,Osnovna šola Ferda Vesela Šentvid pri Stični,Osrednjeslovenska,Ivančna Gorica,2021-01-07,2021-01-17,2021-01-07,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_1
Vrtec Ciciban Novo mesto,"Vrtec Ciciban Novo mesto, Enota CICIBAN",Jugovzhodna Slovenija,Novo mesto,2021-01-04,2021-01-14,2021-01-07,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Ciciban Novo mesto,"Vrtec Ciciban Novo mesto, Enota LABOD",Jugovzhodna Slovenija,Novo mesto,2021-01-04,2021-01-14,2021-01-07,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Trnovo,Vrtec Trnovo,Osrednjeslovenska,Ljubljana,2021-01-07,2021-01-14,2021-01-07,VRTEC,Sum na okužbo,srednje,2021_1
Mladinski dom Malči Beličeve Ljubljana,Mladinski dom Malči Beličeve Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-06,2021-01-16,2021-01-07,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_1
Mladinski dom Malči Beličeve Ljubljana,Mladinski dom Malči Beličeve Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-06,2021-01-14,2021-01-07,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_1
Mladinski dom Malči Beličeve Ljubljana,Mladinski dom Malči Beličeve Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-05,2021-01-13,2021-01-07,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_1
Mladinski dom Malči Beličeve Ljubljana,Mladinski dom Malči Beličeve Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-05,2021-01-13,2021-01-07,SREDNJA ŠOLA,Okužba s Covid-19,srednje,2021_1
Osnovna šola Dobrova,"Osnovna šola Dobrova, Vrtec Dobrova",Osrednjeslovenska,Dobrova-Polhov Gradec,2021-01-06,2021-01-13,2021-01-07,VRTEC,Sum na okužbo,srednje,2021_1
Osnovna šola Prebold,"Osnovna šola Prebold, enota Vrtec",Savinjska,Prebold,2021-01-07,2021-01-17,2021-01-08,VRTEC,Sum na okužbo,srednje,2021_1
JVIZ Vrtec Rogaška Slatina,"JVIZ Vrtec Rogaška Slatina, enota IZVIR",Savinjska,Rogaška Slatina,2021-01-04,2021-01-13,2021-01-08,VRTEC,Sum na okužbo,srednje,2021_1
Osnovna šola Horjul,"Osnovna šola Horjul, Enota Vrtec",Osrednjeslovenska,Horjul,2021-01-07,2021-01-17,2021-01-08,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Tržič,"Vrtec Tržič, enota Križe",Gorenjska,Tržič,2021-01-07,2021-01-17,2021-01-08,VRTEC,Sum na okužbo,srednje,2021_1
Vrtec Tržič,"Vrtec Tržič, enota Deteljica",Gorenjska,Tržič,2021-01-05,2021-01-15,2021-01-08,VRTEC,Sum na okužbo,srednje,2021_1
Osnovna šola Glazija,Osnovna šola Glazija,Savinjska,Celje,2021-01-06,2021-01-15,2021-01-11,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Vrtec Šentjur,"Vrtec Šentjur, enota Pešnica",Savinjska,Šentjur,2021-01-08,2021-01-18,2021-01-11,VRTEC,Okužba s Covid-19,srednje,2021_2
Mladinski dom Jarše Ljubljana,Mladinski dom Jarše Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-04,2021-01-15,2021-01-11,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-10,2021-01-20,2021-01-11,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-11,2021-01-21,2021-01-11,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-09,2021-01-19,2021-01-11,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-06,2021-01-15,2021-01-11,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-07,2021-01-16,2021-01-11,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
"Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana","Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana",Osrednjeslovenska,Ljubljana,2021-01-12,2021-01-22,2021-01-12,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
Vrtec Ciciban Novo mesto,"Vrtec Ciciban Novo mesto, Enota LABOD",Jugovzhodna Slovenija,Novo mesto,2021-01-11,2021-01-21,2021-01-12,VRTEC,Sum na okužbo,srednje,2021_2
Vrtec Miškolin,"Vrtec Miškolin, Zajčja Dobrava",Osrednjeslovenska,Ljubljana,2021-01-08,2021-01-17,2021-01-12,VRTEC,Sum na okužbo,srednje,2021_2
"Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana","Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana",Osrednjeslovenska,Ljubljana,2021-01-05,2021-01-15,2021-01-12,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
Osnovna šola Juričevega Drejčka Ravne na Koroškem,Osnovna šola Juričevega Drejčka Ravne na Koroškem,Koroška,Ravne na Koroškem,2021-01-11,2021-01-24,2021-01-12,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
OTROŠKI VRTEC AJDOVŠČINA,"OTROŠKI VRTEC AJDOVŠČINA, ENOTA RIBNIK",Goriška,Ajdovščina,2021-01-11,2021-01-21,2021-01-12,VRTEC,Sum na okužbo,srednje,2021_2
Vrtec Jesenice,"Vrtec Jesenice, VVE Cilke Zupančič",Gorenjska,Jesenice,2021-01-11,2021-01-20,2021-01-12,VRTEC,Sum na okužbo,srednje,2021_2
Vrtec Jarše,"Vrtec Jarše, enota Kekec",Osrednjeslovenska,Ljubljana,2021-01-07,2021-01-16,2021-01-12,VRTEC,Okužba s Covid-19,srednje,2021_2
Vrtec Jarše,"Vrtec Jarše, enota Kekec",Osrednjeslovenska,Ljubljana,2021-01-07,2021-01-16,2021-01-12,VRTEC,Sum na okužbo,srednje,2021_2
Vrtec Ciciban Novo mesto,"Vrtec Ciciban Novo mesto, Enota CICIBAN",Jugovzhodna Slovenija,Novo mesto,2021-01-07,2021-01-17,2021-01-12,VRTEC,Sum na okužbo,srednje,2021_2
Osnovna šola Juričevega Drejčka Ravne na Koroškem,Osnovna šola Juričevega Drejčka Ravne na Koroškem,Koroška,Ravne na Koroškem,2021-01-11,2021-01-24,2021-01-12,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Osnovna šola Ljubo Šercer,Osnovna šola Ljubo Šercer,Jugovzhodna Slovenija,Kočevje,2021-01-12,2021-01-15,2021-01-12,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_2
JVIZ VRTCI OBČINE ŽALEC,"JVIZ VRTCI OBČINE ŽALEC, ENOTA PETROVČE",Savinjska,Žalec,2021-01-11,2021-01-21,2021-01-13,VRTEC,Sum na okužbo,srednje,2021_2
Osnovna šola Gustava Šiliha Maribor,"Osnovna šola Gustava Šiliha Maribor, enota vrtca Sovice",Podravska,Maribor,2021-01-10,2021-01-20,2021-01-13,VRTEC,Sum na okužbo,srednje,2021_2
Vrtec Otona Župančiča Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Poljčane",Podravska,Poljčane,2021-01-08,2021-01-17,2021-01-13,VRTEC,Sum na okužbo,srednje,2021_2
Osnovna šola Gustava Šiliha Maribor,Osnovna šola Gustava Šiliha Maribor,Podravska,Maribor,2021-01-14,2021-01-24,2021-01-13,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
JVIZ VRTCI OBČINE ŽALEC,"JVIZ VRTCI OBČINE ŽALEC, ENOTA ŽALEC III.",Savinjska,Žalec,2021-01-11,2021-01-21,2021-01-13,VRTEC,Sum na okužbo,srednje,2021_2
Vrtec Jarše,"Vrtec Jarše, enota Mojca",Osrednjeslovenska,Ljubljana,2021-01-07,2021-01-16,2021-01-13,VRTEC,Sum na okužbo,srednje,2021_2
Vrtec Jarše,"Vrtec Jarše, enota Mojca",Osrednjeslovenska,Ljubljana,2021-01-07,2021-01-16,2021-01-13,VRTEC,Okužba s Covid-19,srednje,2021_2
Zavod za gluhe in naglušne Ljubljana,Zavod za gluhe in naglušne Ljubljana,Osrednjeslovenska,Ljubljana,2021-01-08,2021-01-17,2021-01-13,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
Vrtec Lendava Lendvai Ovoda,"Vrtec Lendava Lendvai Ovoda, DE II LENDAVA",Pomurska,Lendava,2021-01-11,2021-01-20,2021-01-13,VRTEC,Sum na okužbo,srednje,2021_2
Vrtec Lendava Lendvai Ovoda,"Vrtec Lendava Lendvai Ovoda, DE II LENDAVA",Pomurska,Lendava,2021-01-09,2021-01-18,2021-01-13,VRTEC,Sum na okužbo,srednje,2021_2
"Center IRIS - Center za izobraževanje, rehabilitacijo, inkluzijo in svetovanje za slepe in slabovidne","Center IRIS - Center za izobraževanje, rehabilitacijo, inkluzijo in svetovanje za slepe in slabovidne",Osrednjeslovenska,Ljubljana,2021-01-12,2021-01-22,2021-01-13,VRTEC,Sum na okužbo,srednje,2021_2
OTROŠKI VRTEC AJDOVŠČINA,"OTROŠKI VRTEC AJDOVŠČINA, ENOTA RIBNIK",Goriška,Ajdovščina,2021-01-11,2021-01-21,2021-01-13,VRTEC,Okužba s Covid-19,srednje,2021_2
Osnovna šola Jela Janežiča,Osnovna šola Jela Janežiča,Gorenjska,Škofja Loka,2021-01-14,2021-01-24,2021-01-14,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
Osnovna šola 27. julij,Osnovna šola 27. julij,Osrednjeslovenska,Kamnik,2021-01-11,2021-01-21,2021-01-14,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
II. Osnovna šola Žalec,II. Osnovna šola Žalec,Savinjska,Žalec,2021-01-14,2021-01-22,2021-01-14,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Vrtec Medvode,"Vrtec Medvode, enota Preska",Osrednjeslovenska,Medvode,2021-01-08,2021-01-18,2021-01-14,VRTEC,Okužba s Covid-19,srednje,2021_2
Vrtec Medvode,"Vrtec Medvode, enota Preska",Osrednjeslovenska,Medvode,2021-01-14,2021-01-23,2021-01-14,VRTEC,Okužba s Covid-19,srednje,2021_2
Osnovna šola Vavta vas,Vrtec pri OŠ Vavta vas,Jugovzhodna Slovenija,Straža,2021-01-06,2021-01-16,2021-01-14,VRTEC,Sum na okužbo,srednje,2021_2
Viški vrtci,"Viški vrtci, enota Rožna dolina",Osrednjeslovenska,Ljubljana,2021-01-14,2021-01-20,2021-01-14,VRTEC,Okužba s Covid-19,kratko,2021_2
Vrtec Jarše,"Vrtec Jarše, enota Kekec",Osrednjeslovenska,Ljubljana,2021-01-12,2021-01-21,2021-01-14,VRTEC,Sum na okužbo,srednje,2021_2
"Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana","Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana",Osrednjeslovenska,Ljubljana,2021-01-09,2021-01-10,2021-01-14,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_2
Osnovna šola Podčetrtek,"Osnovna šola Podčetrtek, Vrtec Podčetrtek z oddelki v Podčetrtku in Pristavi pri Mestinju",Savinjska,Podčetrtek,2021-01-14,2021-01-21,2021-01-14,VRTEC,Okužba s Covid-19,srednje,2021_2
Osnovna šola Podčetrtek,"Osnovna šola Podčetrtek, Vrtec Podčetrtek z oddelki v Podčetrtku in Pristavi pri Mestinju",Savinjska,Podčetrtek,2021-01-14,2021-01-21,2021-01-14,VRTEC,Sum na okužbo,srednje,2021_2
Osnovna šola Prebold,"Osnovna šola Prebold, enota Vrtec",Savinjska,Prebold,2021-01-14,2021-01-24,2021-01-14,VRTEC,Sum na okužbo,srednje,2021_2
"Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana","Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana",Osrednjeslovenska,Ljubljana,2021-01-04,2021-01-04,2021-01-14,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_2
"Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana","Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana",Osrednjeslovenska,Ljubljana,2021-01-10,2021-01-12,2021-01-14,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_2
Osnovna šola Jela Janežiča,Osnovna šola Jela Janežiča,Gorenjska,Škofja Loka,2021-01-14,2021-01-22,2021-01-15,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_2
"Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana","Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana",Osrednjeslovenska,Ljubljana,2021-01-14,2021-01-15,2021-01-15,OSNOVNA ŠOLA,Sum na okužbo,kratko,2021_2
"Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana","Center za usposabljanje, vzgojo in izobraževanje Janeza Levca Ljubljana",Osrednjeslovenska,Ljubljana,2021-01-13,2021-01-23,2021-01-15,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Osnovna šola Franceta Bevka,Osnovna šola Franceta Bevka,Osrednjeslovenska,Ljubljana,2021-01-15,2021-01-25,2021-01-15,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_2
Osnovna šola Ljubo Šercer,Osnovna šola Ljubo Šercer,Jugovzhodna Slovenija,Kočevje,2021-01-11,2021-01-22,2021-01-18,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_3
Osnovna šola Poldeta Stražišarja Jesenice,Osnovna šola Poldeta Stražišarja Jesenice,Gorenjska,Jesenice,2021-01-18,2021-01-28,2021-01-18,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_3
Vrtec Pod Gradom,Vrtec Pod Gradom,Osrednjeslovenska,Ljubljana,2021-01-18,2021-01-22,2021-01-18,VRTEC,Sum na okužbo,kratko,2021_3
Zavod za vzgojo in izobraževanje Logatec,Zavod za vzgojo in izobraževanje Logatec,Osrednjeslovenska,Logatec,2021-01-13,2021-01-22,2021-01-18,SREDNJA ŠOLA,Sum na okužbo,srednje,2021_3
Vrtec Mojca Ljubljana,VRTEC MOJCA ENOTA TINKARA,Osrednjeslovenska,Ljubljana,2021-01-13,2021-01-23,2021-01-18,VRTEC,Sum na okužbo,srednje,2021_3
Osnovna šola Miroslava Vilharja Postojna,Osnovna šola Miroslava Vilharja Postojna Podružnica Hruševje,Primorsko-notranjska,Postojna,2021-01-06,2021-01-15,2021-01-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_3
Osnovna šola Roje,Osnovna šola Roje,Osrednjeslovenska,Domžale,2021-01-19,2021-01-29,2021-01-19,OSNOVNA ŠOLA,Okužba s Covid-19,srednje,2021_3
Osnovna šola Roje,Osnovna šola Roje,Osrednjeslovenska,Domžale,2021-01-19,2021-01-29,2021-01-19,OSNOVNA ŠOLA,Sum na okužbo,srednje,2021_3
Vrtec Jarše,"Vrtec Jarše, enota Kekec",Osrednjeslovenska,Ljubljana,2021-01-14,2021-01-23,2021-01-19,VRTEC,Sum na okužbo,srednje,2021_3
